WKT,nama,deskripsi
"POLYGON ((110.0399543 -7.8961253, 110.3352119 -8.0294102, 110.7060005 -8.1966344, 110.8419563 -8.2047899, 110.8186103 -8.130025, 110.7952644 -8.154495, 110.7609321 -8.0348495, 110.7801582 -7.8104194, 110.5975105 -7.8076983, 110.5727913 -7.7832075, 110.5563118 -7.802256, 110.4972602 -7.7641581, 110.4450752 -7.54639, 110.278907 -7.7083657, 110.2569343 -7.6430383, 110.1154853 -7.6580101, 110.137458 -7.6811472, 110.1168586 -7.7682402, 110.0866462 -7.7804862, 110.0399543 -7.8961253))",b)	DIY Yogyakarta,
