WKT,nama,deskripsi
"POLYGON ((106.7265212 -6.0891006, 106.6853224 -6.0979765, 106.6915022 -6.1696615, 106.7251479 -6.1976502, 106.7148482 -6.2276852, 106.7457472 -6.2249548, 106.7505538 -6.2720519, 106.7787062 -6.3130024, 106.8109786 -6.3170973, 106.8425642 -6.3437131, 106.9139754 -6.3573618, 106.9242751 -6.2986701, 106.9043623 -6.2577184, 106.9483077 -6.2488451, 106.968907 -6.1983328, 106.9695937 -6.0952455, 106.8789565 -6.1061696, 106.8123518 -6.1191417, 106.7265212 -6.0891006))",Kota DKI Jakarta,
