WKT,nama,deskripsi
"POLYGON ((106.9057638 -6.3736838, 106.9030172 -6.3583295, 106.825083 -6.349458, 106.8034536 -6.3231836, 106.7893774 -6.3614004, 106.7619116 -6.3586707, 106.7468054 -6.3600356, 106.7433722 -6.4043909, 106.7351324 -6.406438, 106.7296393 -6.4279318, 106.7361624 -6.4333904, 106.7296393 -6.4610237, 106.7914374 -6.4657997, 106.7959005 -6.4439663, 106.8340094 -6.441237, 106.8353827 -6.4548831, 106.8861944 -6.4603414, 106.8875677 -6.441237, 106.9081671 -6.441237, 106.9057638 -6.3736838))",c)	Kota Administrasi Depok, Jawa Barat,
